"DATA_YEAR","AGENCY_ID","INCIDENT_ID","NIBRS_MONTH_ID","CARGO_THEFT_FLAG","SUBMISSION_DATE","INCIDENT_DATE","REPORT_DATE_FLAG","INCIDENT_HOUR","CLEARED_EXCEPT_ID","CLEARED_EXCEPT_DATE","INCIDENT_STATUS","DATA_HOME","ORIG_FORMAT","DID"
2020,276,130218144,16563258,"",30-OCT-20,31-MAR-20,"",0,6,,0,"C","F",85780216
2020,276,130221512,16563259,"",30-OCT-20,14-APR-20,"",12,6,,0,"C","F",85775748
2020,276,130218119,16563259,"N",30-OCT-20,06-APR-20,"",12,6,,0,"C","F",85775741
2020,276,130218129,16565241,"N",30-OCT-20,23-MAY-20,"",0,6,,0,"C","F",85780182
2020,276,130218161,16565239,"N",30-OCT-20,01-JAN-20,"",0,6,,0,"C","F",85775799
2020,276,130218135,16565241,"N",30-OCT-20,28-MAY-20,"",17,6,,0,"C","F",85780196
2020,276,130221521,16563259,"",30-OCT-20,07-APR-20,"",17,6,,0,"C","F",85775795
2020,276,130218147,16565241,"",30-OCT-20,04-MAY-20,"",18,6,,0,"C","F",85775782
2020,276,130218122,16563259,"",30-OCT-20,27-APR-20,"",19,6,,0,"C","F",85780162
2020,276,130221517,16563259,"N",30-OCT-20,22-APR-20,"",0,6,,0,"C","F",85780239
2020,276,130218116,16563259,"",30-OCT-20,27-APR-20,"",13,6,,0,"C","F",85775738
2020,276,130218167,16565241,"N",30-OCT-20,29-MAY-20,"",12,6,,0,"C","F",85780253
2020,276,130218158,16565241,"N",30-OCT-20,31-MAY-20,"",22,6,,0,"C","F",85780222
2020,276,130218156,16563259,"",30-OCT-20,30-APR-20,"",9,6,,0,"C","F",85775785
2020,276,130221513,16565241,"N",30-OCT-20,28-MAY-20,"",13,6,,0,"C","F",85775794
2020,276,130218141,16565237,"",30-OCT-20,17-FEB-20,"",11,6,,0,"C","F",85780212
2020,276,130218146,16565241,"",30-OCT-20,03-MAY-20,"R",,6,,0,"C","F",85780219
2020,276,130218140,16565239,"",30-OCT-20,28-JAN-20,"",13,6,,0,"C","F",85780213
2020,276,130218115,16565237,"",30-OCT-20,10-FEB-20,"",8,6,,0,"C","F",85780156
2020,276,130221505,16565237,"",30-OCT-20,24-FEB-20,"",17,6,,0,"C","F",85780215
2020,276,130218148,16565241,"",30-OCT-20,29-MAY-20,"",16,6,,0,"C","F",85775778
2020,276,130218153,16563259,"N",30-OCT-20,06-APR-20,"",13,6,,0,"C","F",85775796
2020,276,130221527,16563258,"N",30-OCT-20,21-MAR-20,"",0,6,,0,"C","F",85780268
2020,276,130218149,16565237,"",30-OCT-20,29-FEB-20,"",14,6,,0,"C","F",85780211
2020,276,130218164,16563259,"",30-OCT-20,02-APR-20,"",7,6,,0,"C","F",85775804
2020,276,130218160,16563259,"",30-OCT-20,30-APR-20,"",7,6,,0,"C","F",85780248
2020,276,130218173,16565241,"",30-OCT-20,05-MAY-20,"",17,6,,0,"C","F",85775810
2020,276,130218159,16563266,"",30-OCT-20,02-JUN-20,"",9,6,,0,"C","F",85780238
2020,276,130221511,16563259,"",30-OCT-20,15-APR-20,"",13,6,,0,"C","F",85780228
2020,276,130218163,16563266,"",30-OCT-20,04-JUN-20,"",15,6,,0,"C","F",85775805
2020,276,130221506,16563258,"N",30-OCT-20,30-MAR-20,"R",,6,,0,"C","F",85780210
2020,276,130221516,16563259,"",30-OCT-20,20-APR-20,"",0,6,,0,"C","F",85780240
2020,276,130221536,16563258,"N",30-OCT-20,09-MAR-20,"",22,6,,0,"C","F",85780282
2020,276,130221499,16565241,"N",30-OCT-20,29-MAY-20,"",7,6,,0,"C","F",85775766
2020,276,130218126,16563259,"",30-OCT-20,26-APR-20,"",12,6,,0,"C","F",85775751
2020,276,130218143,16565237,"",30-OCT-20,18-FEB-20,"",17,6,,0,"C","F",85780214
2020,276,130218145,16563258,"",30-OCT-20,10-MAR-20,"",11,6,,0,"C","F",85780208
2020,276,130218130,16563258,"N",30-OCT-20,03-MAR-20,"",6,6,,0,"C","F",85775757
2020,276,130221503,16563258,"N",30-OCT-20,26-MAR-20,"",0,6,,0,"C","F",85780198
2020,276,130218151,16563266,"N",30-OCT-20,01-JUN-20,"R",,6,,0,"C","F",85775775
2020,276,130218205,16565239,"",30-OCT-20,01-JAN-20,"",0,6,,0,"C","F",85780361
2020,276,130221500,16565237,"N",30-OCT-20,05-FEB-20,"",0,6,,0,"C","F",85775765
2020,276,130218150,16563259,"",30-OCT-20,14-APR-20,"",8,6,,0,"C","F",85780197
2020,276,130221489,16565237,"N",30-OCT-20,26-FEB-20,"",7,6,,0,"C","F",85775745
2020,276,130218142,16565237,"N",30-OCT-20,13-FEB-20,"R",,6,,0,"C","F",85775777
2020,276,130221504,16565239,"",30-OCT-20,27-JAN-20,"",13,6,,0,"C","F",85780209
2020,276,130218117,16565241,"",30-OCT-20,24-MAY-20,"",12,6,,0,"C","F",85780160
2020,276,130218127,16565241,"",30-OCT-20,30-MAY-20,"R",,6,,0,"C","F",85775750
2020,276,130221488,16565237,"",30-OCT-20,22-FEB-20,"",23,6,,0,"C","F",85775740
2020,276,130218125,16565241,"N",30-OCT-20,03-MAY-20,"",0,6,,0,"C","F",85780176
2020,276,130221509,16565241,"",30-OCT-20,03-MAY-20,"R",,6,,0,"C","F",85775784
2020,276,130221525,16563259,"",30-OCT-20,25-APR-20,"",0,6,,0,"C","F",85780256
2020,276,130221501,16563258,"",30-OCT-20,10-MAR-20,"",14,6,,0,"C","F",85780200
2020,276,130221514,16563259,"",30-OCT-20,21-APR-20,"",7,6,,0,"C","F",85775797
2020,276,130221522,16565241,"",30-OCT-20,20-MAY-20,"",0,6,,0,"C","F",85780241
2020,150,130209794,16563079,"",30-OCT-20,14-MAR-20,"",17,6,,0,"C","F",85771648
2020,150,130215950,16565079,"",30-OCT-20,19-FEB-20,"",14,6,,0,"C","F",85770058
2020,150,130215967,16565081,"N",30-OCT-20,29-JAN-20,"",14,6,,0,"C","F",85771834
2020,150,130215992,16565081,"",30-OCT-20,21-JAN-20,"",21,6,,0,"C","F",85771872
2020,150,130215955,16563079,"N",30-OCT-20,09-MAR-20,"",0,6,,0,"C","F",85770116
2020,150,130216044,16565085,"",30-OCT-20,23-MAY-20,"",17,6,,0,"C","F",85770443
2020,150,130216125,16565085,"",30-OCT-20,02-MAY-20,"",14,6,,0,"C","F",85770594
2020,150,130209786,16565083,"",30-OCT-20,02-APR-20,"",15,6,,0,"C","F",85771698
2020,150,130209885,16565081,"N",30-OCT-20,30-JAN-20,"",17,6,,0,"C","F",85770221
2020,150,130216147,16565085,"",30-OCT-20,14-MAY-20,"",23,6,,0,"C","F",85772282
2020,150,130215851,16565081,"",30-OCT-20,03-JAN-20,"",2,6,,0,"C","F",85766565
2020,150,130210014,16565085,"",30-OCT-20,06-MAY-20,"",8,6,,0,"C","F",85772278
2020,150,130209774,16565081,"",30-OCT-20,17-JAN-20,"",12,6,,0,"C","F",85769918
2020,150,130215994,16563079,"",30-OCT-20,05-MAR-20,"",22,2,05-MAR-20,0,"C","F",85770188
2020,150,130209970,16565083,"N",30-OCT-20,24-APR-20,"",12,6,,0,"C","F",85770570
2020,150,130209757,16565079,"N",30-OCT-20,17-FEB-20,"",18,6,,0,"C","F",85769926
2020,150,130216072,16565085,"",30-OCT-20,01-MAY-20,"",0,6,,0,"C","F",85772166
2020,150,130209868,16565081,"",30-OCT-20,08-JAN-20,"",16,6,,0,"C","F",85771905
2020,150,130216111,16565085,"",30-OCT-20,01-MAY-20,"",23,2,01-MAY-20,0,"C","F",85770600
2020,150,130215912,16565081,"",30-OCT-20,14-JAN-20,"",3,6,,0,"C","F",85771713
2020,150,130209987,16565085,"",30-OCT-20,31-MAY-20,"",11,6,,0,"C","F",85772258
2020,150,130209877,16565079,"",30-OCT-20,15-FEB-20,"",11,6,,0,"C","F",85770218
2020,150,130215941,16565083,"",30-OCT-20,06-APR-20,"",1,6,,0,"C","F",85771772
2020,150,130215970,16565081,"",30-OCT-20,15-JAN-20,"",14,6,,0,"C","F",85771831
2020,150,130216040,16565085,"",30-OCT-20,04-MAY-20,"",1,6,,0,"C","F",85770435
2020,150,130209815,16563079,"",30-OCT-20,15-MAR-20,"",4,6,,0,"C","F",85771702
2020,150,130215966,16565081,"",30-OCT-20,01-JAN-20,"",2,6,,0,"C","F",85771829
2020,150,130209739,16565081,"",30-OCT-20,23-JAN-20,"",18,6,,0,"C","F",85769765
2020,150,130215933,16565083,"",30-OCT-20,04-APR-20,"",6,6,,0,"C","F",85771667
2020,150,130210034,16565085,"",30-OCT-20,22-MAY-20,"",23,6,,0,"C","F",85770639
2020,150,130215902,16563079,"",30-OCT-20,29-MAR-20,"",12,6,,0,"C","F",85770005
2020,150,130216135,16565085,"",30-OCT-20,09-MAY-20,"",1,5,09-MAY-20,0,"C","F",85770545
2020,150,130215935,16565081,"",30-OCT-20,25-JAN-20,"",19,6,,0,"C","F",85771739
2020,150,130215998,16563079,"",30-OCT-20,23-MAR-20,"",20,6,,0,"C","F",85770199
2020,150,130216007,16565081,"",30-OCT-20,27-JAN-20,"",18,6,,0,"C","F",85771930
2020,150,130209924,16565083,"N",30-OCT-20,20-APR-20,"",0,6,,0,"C","F",85772095
2020,150,130215816,16565079,"",30-OCT-20,24-FEB-20,"",11,2,24-FEB-20,0,"C","F",85769751
2020,150,130209942,16565085,"",30-OCT-20,15-MAY-20,"",0,6,,0,"C","F",85770412
2020,150,130209995,16565085,"N",30-OCT-20,08-MAY-20,"",20,6,,0,"C","F",85772218
2020,150,130215956,16565079,"",30-OCT-20,27-FEB-20,"",0,6,,0,"C","F",85770059
2020,150,130216150,16565085,"",30-OCT-20,08-MAY-20,"",18,6,,0,"C","F",85770607
2020,150,130215841,16565079,"",30-OCT-20,01-FEB-20,"",0,6,,0,"C","F",85769790
2020,150,130209863,16563079,"N",30-OCT-20,19-MAR-20,"",19,6,,0,"C","F",85770181
2020,150,130215949,16565081,"N",30-OCT-20,30-JAN-20,"",0,6,,0,"C","F",85771801
2020,150,130215914,16563079,"",30-OCT-20,31-MAR-20,"",2,6,,0,"C","F",85771714
2020,150,130215924,16565081,"",30-OCT-20,31-JAN-20,"",14,6,,0,"C","F",85771722
2020,150,130209882,16565079,"",30-OCT-20,15-FEB-20,"",22,6,,0,"C","F",85770200
2020,150,130209798,16565081,"",30-OCT-20,19-JAN-20,"",0,6,,0,"C","F",85771674
2020,150,130209732,16565081,"",30-OCT-20,18-JAN-20,"",21,6,,0,"C","F",85769749
2020,150,130209831,16565081,"N",30-OCT-20,12-JAN-20,"",3,6,,0,"C","F",85770035
2020,150,130215962,16563079,"",30-OCT-20,22-MAR-20,"",0,6,,0,"C","F",85771842
2020,150,130209874,16565081,"",30-OCT-20,14-JAN-20,"",22,6,,0,"C","F",85771909
2020,150,130209961,16565085,"",30-OCT-20,31-MAY-20,"",16,6,,0,"C","F",85772194
2020,150,130216028,16565085,"",30-OCT-20,01-MAY-20,"",19,6,,0,"C","F",85772071
2020,150,130216041,16565083,"",30-OCT-20,18-APR-20,"",13,6,,0,"C","F",85770427
2020,150,130215982,16563079,"",30-OCT-20,07-MAR-20,"",1,6,,0,"C","F",85771843
2020,150,130216050,16565085,"",30-OCT-20,21-MAY-20,"R",,6,,0,"C","F",85772077
2020,150,130216124,16565085,"",30-OCT-20,29-MAY-20,"",2,6,,0,"C","F",85770566
2020,150,130215868,16565079,"",30-OCT-20,28-FEB-20,"",13,6,,0,"C","F",85769769
2020,150,130209836,16565081,"",30-OCT-20,20-JAN-20,"",17,6,,0,"C","F",85771803
2020,150,130216054,16565083,"",30-OCT-20,10-APR-20,"",10,6,,0,"C","F",85770415
2020,150,130216083,16565085,"N",30-OCT-20,07-MAY-20,"",15,6,,0,"C","F",85772179
2020,150,130216103,16565085,"",30-OCT-20,02-MAY-20,"",2,6,,0,"C","F",85770561
2020,150,130216038,16565085,"",30-OCT-20,18-MAY-20,"",17,6,,0,"C","F",85770437
2020,150,130209935,16565085,"",30-OCT-20,26-MAY-20,"",1,2,26-MAY-20,0,"C","F",85770405
2020,150,130216136,16565085,"",30-OCT-20,15-MAY-20,"",18,6,,0,"C","F",85770603
2020,150,130209812,16565081,"",30-OCT-20,30-JAN-20,"",17,6,,0,"C","F",85769821
2020,150,130215940,16563079,"",30-OCT-20,13-MAR-20,"",14,6,,0,"C","F",85770030
2020,150,130209865,16563079,"",30-OCT-20,17-MAR-20,"",14,6,,0,"C","F",85771866
2020,150,130216105,16565083,"",30-OCT-20,16-APR-20,"",14,6,,0,"C","F",85770588
2020,150,130209898,16565081,"",30-OCT-20,27-JAN-20,"",18,6,,0,"C","F",85771933
2020,150,130216157,16565083,"",30-OCT-20,17-APR-20,"",5,6,,0,"C","F",85770629
2020,150,130215893,16565079,"",30-OCT-20,04-FEB-20,"",21,6,,0,"C","F",85769872
2020,150,130209814,16563079,"",30-OCT-20,12-MAR-20,"",21,6,,0,"C","F",85769982
2020,150,130215980,16565083,"",30-OCT-20,05-APR-20,"",20,6,,0,"C","F",85771879
2020,150,130216047,16565083,"",30-OCT-20,23-APR-20,"",22,6,,0,"C","F",85772105
2020,150,130216062,16565085,"N",30-OCT-20,07-MAY-20,"",0,6,,0,"C","F",85772144
2020,150,130216120,16565085,"",30-OCT-20,05-MAY-20,"",1,2,05-MAY-20,0,"C","F",85772260
2020,150,130215928,16563079,"",30-OCT-20,28-MAR-20,"",3,6,,0,"C","F",85770000
2020,150,130209963,16565085,"N",30-OCT-20,15-MAY-20,"",18,6,,0,"C","F",85772215
2020,150,130215960,16563079,"",30-OCT-20,10-MAR-20,"",22,6,,0,"C","F",85770140
2020,150,130215961,16565081,"",30-OCT-20,17-JAN-20,"",10,6,,0,"C","F",85771835
2020,150,130209875,16565081,"N",30-OCT-20,25-JAN-20,"",20,6,,0,"C","F",85771860
2020,150,130215931,16565079,"",30-OCT-20,22-FEB-20,"",20,6,,0,"C","F",85771720
2020,150,130209854,16563079,"",30-OCT-20,23-MAR-20,"",1,6,,0,"C","F",85770155
2020,150,130209948,16565085,"",30-OCT-20,21-MAY-20,"",21,6,,0,"C","F",85770484
2020,150,130216109,16565083,"N",30-OCT-20,17-APR-20,"",22,6,,0,"C","F",85770579
2020,150,130215918,16565079,"",30-OCT-20,01-FEB-20,"",0,2,01-FEB-20,0,"C","F",85771723
2020,150,130209837,16565081,"",30-OCT-20,21-JAN-20,"",19,6,,0,"C","F",85771807
2020,150,130216099,16565083,"N",30-OCT-20,02-APR-20,"",0,6,,0,"C","F",85772198
2020,150,130209985,16565085,"",30-OCT-20,07-MAY-20,"",10,2,07-MAY-20,0,"C","F",85770572
2020,150,130215807,16565081,"",30-OCT-20,03-JAN-20,"",3,6,,0,"C","F",85766547
2020,150,130216080,16565085,"N",30-OCT-20,31-MAY-20,"",16,6,,0,"C","F",85772128
2020,150,130209915,16565083,"",30-OCT-20,09-APR-20,"",0,6,,0,"C","F",85772072
2020,150,130209959,16565085,"",30-OCT-20,29-MAY-20,"",23,6,,0,"C","F",85770501
2020,150,130209808,16565079,"",30-OCT-20,12-FEB-20,"",19,2,12-FEB-20,0,"C","F",85770019
2020,150,130215987,16563079,"",30-OCT-20,14-MAR-20,"",17,6,,0,"C","F",85771873
2020,150,130209873,16565079,"",30-OCT-20,21-FEB-20,"",22,6,,0,"C","F",85771919
2020,150,130215942,16563079,"N",30-OCT-20,23-MAR-20,"",8,6,,0,"C","F",85771758
2020,150,130215814,16565081,"",30-OCT-20,14-JAN-20,"",12,6,,0,"C","F",85769731
2020,150,130215872,16565081,"",30-OCT-20,04-JAN-20,"",9,6,,0,"C","F",85769799
2020,150,130215885,16563079,"",30-OCT-20,03-MAR-20,"",8,6,,0,"C","F",85771641
2020,150,130209829,16563079,"",30-OCT-20,06-MAR-20,"",10,6,,0,"C","F",85771760
2020,150,130209844,16565079,"",30-OCT-20,23-FEB-20,"",5,6,,0,"C","F",85771822
2020,150,130209964,16565085,"",30-OCT-20,24-MAY-20,"",19,6,,0,"C","F",85770573
2020,150,130216178,16565085,"",30-OCT-20,15-MAY-20,"",20,6,,0,"C","F",85772295
2020,150,130209733,16563079,"",30-OCT-20,18-MAR-20,"",13,6,,0,"C","F",85769756
2020,150,130216035,16565085,"",30-OCT-20,01-MAY-20,"",14,6,,0,"C","F",85770410
2020,150,130209952,16565083,"",30-OCT-20,27-APR-20,"",10,6,,0,"C","F",85770521
2020,150,130209848,16563079,"",30-OCT-20,09-MAR-20,"",3,6,,0,"C","F",85770120
2020,150,130215986,16563079,"",30-OCT-20,15-MAR-20,"",17,6,,0,"C","F",85770183
2020,150,130209943,16565083,"",30-OCT-20,29-APR-20,"",0,6,,0,"C","F",85770482
2020,150,130216098,16565085,"",30-OCT-20,25-MAY-20,"",9,6,,0,"C","F",85770531
2020,150,130216060,16565085,"",30-OCT-20,24-MAY-20,"",3,2,24-MAY-20,0,"C","F",85770485
2020,150,130216086,16565083,"N",30-OCT-20,12-APR-20,"",0,6,,0,"C","F",85770524
2020,150,130209751,16565079,"",30-OCT-20,28-FEB-20,"",11,6,,0,"C","F",85771640
2020,150,130215921,16565081,"N",30-OCT-20,24-JAN-20,"",19,6,,0,"C","F",85771730
2020,150,130209925,16565083,"",30-OCT-20,11-APR-20,"",20,6,,0,"C","F",85772119
2020,150,130215991,16565081,"N",30-OCT-20,29-JAN-20,"",4,6,,0,"C","F",85770191
2020,150,130216057,16565086,"",30-OCT-20,04-JUN-20,"",21,6,,0,"C","F",85770407
2020,150,130209752,16565079,"",30-OCT-20,20-FEB-20,"",22,6,,0,"C","F",85769750
2020,150,130209841,16565079,"",30-OCT-20,26-FEB-20,"",9,6,,0,"C","F",85771809
2020,150,130215983,16565081,"",30-OCT-20,04-JAN-20,"",16,6,,0,"C","F",85771886
2020,150,130209933,16565085,"N",30-OCT-20,19-MAY-20,"",15,6,,0,"C","F",85772140
2020,150,130209983,16565086,"",30-OCT-20,10-JUN-20,"",23,6,,0,"C","F",85772211
2020,150,130215930,16565081,"",30-OCT-20,01-JAN-20,"",5,6,,0,"C","F",85771725
2020,150,130209932,16565086,"",30-OCT-20,01-JUN-20,"",12,6,,0,"C","F",85772089
2020,150,130215806,16563079,"N",30-OCT-20,07-MAR-20,"",18,6,,0,"C","F",85769767
2020,150,130215908,16565081,"",30-OCT-20,24-JAN-20,"",12,6,,0,"C","F",85771678
2020,150,130215951,16565081,"",30-OCT-20,01-JAN-20,"",3,6,,0,"C","F",85770109
2020,150,130215999,16565079,"",30-OCT-20,17-FEB-20,"",8,6,,0,"C","F",85771926
2020,150,130215878,16565079,"",30-OCT-20,04-FEB-20,"",18,6,,0,"C","F",85766627
2020,150,130215886,16563079,"",30-OCT-20,13-MAR-20,"",22,6,,0,"C","F",85769896
2020,150,130209972,16565083,"",30-OCT-20,24-APR-20,"",17,6,,0,"C","F",85770516
2020,150,130210012,16565085,"",30-OCT-20,09-MAY-20,"",0,6,,0,"C","F",85772256
2020,150,130209778,16565081,"",30-OCT-20,23-JAN-20,"",12,6,,0,"C","F",85769911
2020,150,130215919,16563079,"",30-OCT-20,16-MAR-20,"",16,6,,0,"C","F",85770012
2020,150,130209838,16565081,"",30-OCT-20,13-JAN-20,"",11,6,,0,"C","F",85771810
2020,150,130216088,16565085,"N",30-OCT-20,20-MAY-20,"",0,6,,0,"C","F",85772214
2020,150,130216095,16565085,"",30-OCT-20,12-MAY-20,"",23,6,,0,"C","F",85770540
2020,150,130209717,16565081,"",30-OCT-20,01-JAN-20,"",11,6,,0,"C","F",85766527
2020,150,130215993,16565079,"",30-OCT-20,26-FEB-20,"",13,6,,0,"C","F",85771904
2020,150,130209880,16563079,"",30-OCT-20,30-MAR-20,"",19,6,,0,"C","F",85770225
2020,150,130216093,16565085,"",30-OCT-20,01-MAY-20,"",0,6,,0,"C","F",85772175
2020,150,130216039,16565083,"",30-OCT-20,29-APR-20,"",19,6,,0,"C","F",85770418
2020,150,130209992,16565085,"N",30-OCT-20,29-MAY-20,"",17,6,,0,"C","F",85772259
2020,150,130209855,16565081,"",30-OCT-20,25-JAN-20,"",20,6,,0,"C","F",85771848
2020,150,130209878,16565079,"",30-OCT-20,13-FEB-20,"",18,6,,0,"C","F",85770214
2020,150,130209922,16565085,"N",30-OCT-20,26-MAY-20,"",15,6,,0,"C","F",85770436
2020,150,130209962,16565085,"",30-OCT-20,10-MAY-20,"",1,6,,0,"C","F",85772183
2020,150,130209914,16565085,"",30-OCT-20,06-MAY-20,"",11,6,,0,"C","F",85772073
2020,150,130209835,16563079,"",30-OCT-20,21-MAR-20,"",22,2,21-MAR-20,0,"C","F",85771794
2020,150,130215969,16563079,"",30-OCT-20,08-MAR-20,"",0,2,08-MAR-20,0,"C","F",85771856
2020,150,130215813,16565081,"",30-OCT-20,15-JAN-20,"",15,6,,0,"C","F",85766533
2020,150,130215858,16563079,"",30-OCT-20,08-MAR-20,"",3,6,,0,"C","F",85769905
2020,150,130215988,16565079,"",30-OCT-20,14-FEB-20,"R",,6,,0,"C","F",85770174
2020,150,130216063,16565083,"",30-OCT-20,29-APR-20,"",20,6,,0,"C","F",85772114
2020,150,130215861,16563079,"",30-OCT-20,19-MAR-20,"",22,6,,0,"C","F",85766573
2020,150,130209742,16563079,"",30-OCT-20,06-MAR-20,"",20,6,,0,"C","F",85766539
2020,150,130215948,16565079,"",30-OCT-20,07-FEB-20,"",14,6,,0,"C","F",85770077
2020,150,130215958,16563079,"N",30-OCT-20,26-MAR-20,"R",,6,,0,"C","F",85771806
2020,150,130209945,16565085,"",30-OCT-20,29-MAY-20,"",12,2,29-MAY-20,0,"C","F",85770475
2020,150,130215860,16563079,"",30-OCT-20,11-MAR-20,"",23,6,,0,"C","F",85771631
2020,123,130215653,16565047,"N",30-OCT-20,01-MAY-20,"",13,6,,0,"C","F",85766174
2020,123,130215664,16563037,"",30-OCT-20,25-FEB-20,"R",,6,,0,"C","F",85769341
2020,123,130215655,16563037,"",30-OCT-20,10-FEB-20,"",0,6,,0,"C","F",85766175
2020,123,130215660,16565047,"",30-OCT-20,07-MAY-20,"",9,6,,0,"C","F",85769326
2020,88,130209526,16563017,"",30-OCT-20,26-MAR-20,"",21,6,,0,"C","F",85766060
2020,88,130209545,16563012,"",30-OCT-20,14-JAN-20,"",16,6,,0,"C","F",85769197
2020,88,130209514,16563012,"",30-OCT-20,03-JAN-20,"",0,6,,0,"C","F",85766030
2020,88,130209531,16563017,"",30-OCT-20,14-MAR-20,"",19,6,,0,"C","F",85766069
2020,88,130215573,16563017,"",30-OCT-20,27-MAR-20,"R",,6,,0,"C","F",85769173
2020,88,130215561,16563017,"N",30-OCT-20,23-MAR-20,"",16,6,,0,"C","F",85766054
2020,88,130209576,16563025,"N",30-OCT-20,29-APR-20,"",9,6,,0,"C","F",85766142
2020,88,130215633,16563027,"N",30-OCT-20,16-MAY-20,"",3,6,,0,"C","F",85766148
2020,88,130209519,16565031,"",30-OCT-20,07-FEB-20,"",15,6,,0,"C","F",85769158
2020,88,130209584,16563025,"",30-OCT-20,16-APR-20,"",21,6,,0,"C","F",85766149
2020,88,130215634,16563027,"N",30-OCT-20,10-MAY-20,"R",,6,,0,"C","F",85766145
2020,88,130215614,16565031,"",30-OCT-20,10-FEB-20,"",15,6,,0,"C","F",85769202
2020,88,130215631,16563027,"",30-OCT-20,01-MAY-20,"",21,6,,0,"C","F",85769288
2020,88,130215643,16563027,"",30-OCT-20,13-MAY-20,"R",,6,,0,"C","F",85766146
2020,88,130209524,16563012,"",30-OCT-20,10-JAN-20,"",23,6,,0,"C","F",85769116
2020,88,130209583,16563027,"",30-OCT-20,21-MAY-20,"",13,6,,0,"C","F",85766147
2020,88,130215620,16563012,"N",30-OCT-20,19-JAN-20,"",23,6,,0,"C","F",85769221
2020,88,130215610,16565031,"N",30-OCT-20,07-FEB-20,"",0,6,,0,"C","F",85769240
2020,88,130209594,16563027,"N",30-OCT-20,23-MAY-20,"",15,6,,0,"C","F",85766154
2020,88,130215550,16565031,"N",30-OCT-20,06-FEB-20,"R",,6,,0,"C","F",85769104
2020,88,130209597,16563025,"N",30-OCT-20,08-APR-20,"",0,6,,0,"C","F",85769304
2020,88,130215637,16563028,"",30-OCT-20,01-JUN-20,"",8,6,,0,"C","F",85769302
2020,88,130215564,16563012,"",30-OCT-20,27-JAN-20,"",7,6,,0,"C","F",85766013
2020,88,130215567,16565031,"N",30-OCT-20,02-FEB-20,"",5,6,,0,"C","F",85769161
2020,88,130215606,16563012,"N",30-OCT-20,26-JAN-20,"",0,6,,0,"C","F",85766109
2020,88,130209523,16565031,"N",30-OCT-20,11-FEB-20,"",9,6,,0,"C","F",85769155
2020,88,130215605,16563012,"",30-OCT-20,21-JAN-20,"",22,6,,0,"C","F",85769215
2020,88,130209580,16563025,"",30-OCT-20,09-APR-20,"R",,6,,0,"C","F",85769284
2020,88,130209571,16563017,"N",30-OCT-20,05-MAR-20,"",0,6,,0,"C","F",85766141
2020,88,130215587,16563012,"N",30-OCT-20,17-JAN-20,"",2,6,,0,"C","F",85769176
2020,88,130215641,16563027,"N",30-OCT-20,15-MAY-20,"",10,6,,0,"C","F",85769301
2020,88,130209537,16563012,"",30-OCT-20,04-JAN-20,"",13,6,,0,"C","F",85769190
2020,88,130209516,16565031,"",30-OCT-20,05-FEB-20,"",0,6,,0,"C","F",85769156
2020,88,130209507,16563012,"",30-OCT-20,12-JAN-20,"R",,6,,0,"C","F",85769091
2020,88,130215581,16563012,"N",30-OCT-20,26-JAN-20,"",0,6,,0,"C","F",85766081
2020,88,130209590,16563017,"N",30-OCT-20,31-MAR-20,"",19,6,,0,"C","F",85769294
2020,88,130215607,16563012,"",30-OCT-20,20-JAN-20,"R",,6,,0,"C","F",85766082
2020,88,130209578,16563025,"",30-OCT-20,17-APR-20,"",11,6,,0,"C","F",85769280
2020,88,130209500,16565031,"",30-OCT-20,19-FEB-20,"",7,6,,0,"C","F",85766007
2020,88,130209586,16563025,"N",30-OCT-20,20-APR-20,"",0,6,,0,"C","F",85769292
2020,88,130209512,16565031,"N",30-OCT-20,23-FEB-20,"",16,6,,0,"C","F",85766023
2020,88,130215638,16563025,"N",30-OCT-20,01-APR-20,"",0,6,,0,"C","F",85766153
2020,88,130209502,16563012,"N",30-OCT-20,07-JAN-20,"",12,6,,0,"C","F",85766006
2020,157,130216362,16565089,"N",30-OCT-20,25-MAR-20,"",4,6,,0,"C","F",85772634
2020,157,130216475,16563100,"",30-OCT-20,04-JUN-20,"",18,6,,0,"C","F",85771460
2020,157,130216526,16563100,"N",30-OCT-20,05-JUN-20,"",13,6,,0,"C","F",85771531
2020,157,130210467,16563100,"N",30-OCT-20,06-JUN-20,"",12,6,,0,"C","F",85776830
2020,157,130216468,16565100,"",30-OCT-20,14-MAY-20,"R",,6,,0,"C","F",85771413
2020,157,130216622,16563100,"N",30-OCT-20,01-JUN-20,"",20,6,,0,"C","F",85771567
2020,157,130210492,16565100,"N",30-OCT-20,23-MAY-20,"",3,6,,0,"C","F",85776889
2020,157,130216037,16563083,"N",30-OCT-20,10-JAN-20,"",0,6,,0,"C","F",85770461
2020,157,130216172,16565089,"",30-OCT-20,10-MAR-20,"",4,6,,0,"C","F",85772338
2020,157,130210118,16563083,"N",30-OCT-20,13-JAN-20,"",17,6,,0,"C","F",85770925
2020,157,130216448,16565092,"",30-OCT-20,18-APR-20,"",0,6,,0,"C","F",85772884
2020,157,130210422,16565100,"",30-OCT-20,22-MAY-20,"",8,6,,0,"C","F",85773166
2020,157,130216022,16565089,"N",30-OCT-20,25-MAR-20,"",15,6,,0,"C","F",85770349
2020,157,130216031,16563083,"",30-OCT-20,22-JAN-20,"",20,6,,0,"C","F",85770408
