"data_year","state_name","total_agencies","participation_agencies","participating_agencies_pct","nibrs_participating_agencies","nibrs_participating_agencies","covered_agencies","covered_pct","total_population","nibrs_population"
1983,"Mississippi",278,147,0.53,0,0,0,0,2587000,0
1983,"Montana",149,79,0.53,0,0,1,0.01,889228,0
1983,"Nebraska",340,138,0.41,0,0,0,0,1671779,0
1983,"North Carolina",831,406,0.49,0,0,0,0,6087858,0
1983,"North Dakota",146,76,0.52,0,0,0,0,685104,0
1983,"New Hampshire",264,113,0.43,0,0,1,0.01,1096524,0
1983,"New Jersey",656,513,0.78,0,0,0,0,7471424,0
1983,"New Mexico",163,73,0.45,0,0,0,0,1404645,0
1983,"Nevada",80,29,0.36,0,0,0,0,896228,0
1983,"New York",1178,790,0.67,0,0,0,0,18873093,0
1983,"Ohio",935,452,0.48,0,0,0,0,10971041,0
1983,"Oklahoma",506,288,0.57,0,0,0,0,3327862,0
1983,"Oregon",305,257,0.84,0,0,0,0,2668934,0
1983,"Pennsylvania",1892,1157,0.61,0,0,0,0,12106312,0
1983,"Puerto Rico",25,0,0,0,0,0,0,0,0
1983,"Rhode Island",63,43,0.68,0,0,0,0,959553,0
1983,"South Carolina",576,216,0.38,0,0,0,0,3318478,0
1983,"South Dakota",194,56,0.29,0,0,0,0,712748,0
1983,"Tennessee",606,240,0.40,0,0,0,0,4698522,0
1983,"Texas",1294,762,0.59,0,0,2,0.00,15917022,0
1983,"Utah",203,111,0.55,0,0,0,0,1648138,0
1983,"US Virgin Islands",3,0,0,0,0,0,0,0,0
1983,"Virginia",485,397,0.82,0,0,0,0,5552833,0
1983,"Vermont",103,9,0.09,0,0,0,0,528856,0
1983,"Washington",329,168,0.51,0,0,0,0,4308192,0
1983,"Wisconsin",492,257,0.52,0,0,0,0,4782685,0
1983,"West Virginia",535,349,0.65,0,0,0,0,1968542,0
1983,"Wyoming",90,73,0.81,0,0,0,0,514000,0
1983,"Mariana Islands",1,0,0,0,0,0,0,0,0
1983,"Other",0,0,0,0,0,0,0,0,0
1984,"Alaska",55,22,0.40,0,0,0,0,557682,0
1984,"Alabama",490,281,0.57,0,0,0,0,4047951,0
1984,"Arkansas",352,197,0.56,0,0,0,0,2379533,0
1984,"American Samoa",1,0,0,0,0,0,0,0,0
1984,"Arizona",172,96,0.56,0,0,0,0,3061489,0
1984,"California",938,663,0.71,0,0,1,0.00,25824263,0
1984,"Colorado",323,224,0.69,0,0,2,0.01,3198225,0
1984,"Connecticut",129,101,0.78,0,0,0,0,3221649,0
1984,"Canal Zone",0,0,0,0,0,0,0,0,0
1984,"District of Columbia",3,1,0.33,0,0,0,0,623000,0
1984,"Delaware",84,51,0.61,0,0,0,0,614795,0
1984,"Florida",1223,703,0.57,0,0,0,0,11004237,0
1984,"Georgia",829,442,0.53,0,0,0,0,5874774,0
1984,"Guam",3,0,0,0,0,0,0,0,0
1984,"Hawaii",18,5,0.28,0,0,0,0,1088227,0
1984,"Iowa",300,223,0.74,0,0,0,0,2922583,0
1984,"Idaho",154,98,0.64,0,0,0,0,1024888,0
1984,"Illinois",1188,665,0.56,0,0,0,0,11612480,0
1984,"Indiana",451,273,0.61,0,0,0,0,5511510,0
1984,"Kansas",474,254,0.54,0,0,0,0,2469215,0
1984,"Kentucky",725,460,0.63,0,0,1,0.00,3754759,0
1984,"Louisiana",315,121,0.38,0,0,0,0,4480197,0
1984,"Massachusetts",512,285,0.56,0,0,0,0,5814655,0
1984,"Maryland",225,154,0.68,0,0,2,0.01,4438521,0
1984,"Maine",244,133,0.55,0,0,0,0,1163943,0
1984,"Michigan",867,660,0.76,0,0,0,0,9268441,0
1984,"Minnesota",498,287,0.58,0,0,0,0,4175935,0
1984,"Missouri",731,237,0.32,0,0,0,0,5080944,0
1984,"Mississippi",278,140,0.50,0,0,0,0,2614707,0
1984,"Montana",149,75,0.50,0,0,0,0,889032,0
1984,"Nebraska",340,137,0.40,0,0,0,0,1698403,0
1984,"North Carolina",831,410,0.49,0,0,0,0,6170971,0
1984,"North Dakota",146,75,0.51,0,0,0,0,691036,0
1984,"New Hampshire",264,113,0.43,0,0,0,0,1112253,0
1984,"New Jersey",656,522,0.80,0,0,0,0,7518447,0
1984,"New Mexico",163,75,0.46,0,0,0,0,1436880,0
1984,"Nevada",80,25,0.31,0,0,0,0,916349,0
1984,"New York",1178,796,0.68,0,0,0,0,18951381,0
1984,"Ohio",935,448,0.48,0,0,0,0,10980343,0
1984,"Oklahoma",506,287,0.57,0,0,4,0.01,3343462,0
1984,"Oregon",305,254,0.83,0,0,0,0,2680631,0
1984,"Pennsylvania",1892,1142,0.60,0,0,3,0.00,12157173,0
1984,"Puerto Rico",25,0,0,0,0,0,0,0,0
1984,"Rhode Island",63,45,0.71,0,0,0,0,966452,0
1984,"South Carolina",576,210,0.36,0,0,0,0,3361430,0
1984,"South Dakota",194,54,0.28,0,0,0,0,718380,0
1984,"Tennessee",606,229,0.38,0,0,0,0,4730831,0
1984,"Texas",1294,779,0.60,0,0,2,0.00,16115527,0
1984,"Utah",203,111,0.55,0,0,0,0,1683740,0
1984,"US Virgin Islands",3,0,0,0,0,0,0,0,0
1984,"Virginia",485,398,0.82,0,0,1,0.00,5639141,0
1984,"Vermont",103,46,0.45,0,0,0,0,544102,0
1984,"Washington",329,183,0.56,0,0,0,0,4353466,0
1984,"Wisconsin",492,270,0.55,0,0,0,0,4797837,0
1984,"West Virginia",535,350,0.65,0,0,0,0,1954068,0
1984,"Wyoming",90,73,0.81,0,0,0,0,511000,0
1984,"Mariana Islands",1,0,0,0,0,0,0,0,0
1984,"Other",0,0,0,0,0,0,0,0,0
1985,"Alaska",55,24,0.44,0,0,0,0,579424,0
1985,"Alabama",490,285,0.58,0,0,1,0.00,4086156,0
1985,"Arkansas",352,195,0.55,0,0,1,0.01,2402908,0
1985,"American Samoa",1,0,0,0,0,0,0,0,0
1985,"Arizona",172,95,0.55,0,0,0,0,3195861,0
1985,"California",938,706,0.75,0,0,0,0,26566282,0
1985,"Colorado",323,229,0.71,0,0,1,0.00,3254888,0
1985,"Connecticut",129,101,0.78,0,0,0,0,3242075,0
1985,"Canal Zone",0,0,0,0,0,0,0,0,0
1985,"District of Columbia",3,1,0.33,0,0,0,0,626000,0
1985,"Delaware",84,50,0.60,0,0,1,0.02,639650,0
1985,"Florida",1223,706,0.58,0,0,0,0,11393898,0
1985,"Georgia",829,482,0.58,0,0,0,0,6014671,0
1985,"Guam",3,0,0,0,0,0,0,0,0
1985,"Hawaii",18,5,0.28,0,0,0,0,1103930,0
1985,"Iowa",300,223,0.74,0,0,0,0,2896470,0
1985,"Idaho",154,98,0.64,0,0,0,0,1028987,0
1985,"Illinois",1188,668,0.56,0,0,4,0.01,11667537,0
1985,"Indiana",451,261,0.58,0,0,0,0,5512510,0
1985,"Kansas",474,253,0.53,0,0,1,0.00,2487754,0
1985,"Kentucky",725,464,0.64,0,0,0,0,3740524,0
1985,"Louisiana",315,118,0.37,0,0,0,0,4499550,0
1985,"Massachusetts",512,280,0.55,0,0,0,0,5849832,0
1985,"Maryland",225,154,0.68,0,0,0,0,4482401,0
1985,"Maine",244,134,0.55,0,0,2,0.01,1173937,0
1985,"Michigan",866,659,0.76,0,0,0,0,9282011,0
1985,"Minnesota",498,288,0.58,0,0,0,0,4207040,0
1985,"Missouri",731,249,0.34,0,0,0,0,5101825,0
1985,"Mississippi",278,128,0.46,0,0,0,0,2629804,0
1985,"Montana",149,79,0.53,0,0,0,0,916952,0
1985,"Nebraska",340,229,0.67,0,0,0,0,1699840,0
1985,"North Carolina",831,404,0.49,0,0,1,0.00,6271897,0
1985,"North Dakota",146,75,0.51,0,0,0,0,690026,0
1985,"New Hampshire",264,116,0.44,0,0,0,0,1134350,0
1985,"New Jersey",656,517,0.79,0,0,0,0,7568785,0
1985,"New Mexico",163,75,0.46,0,0,0,0,1463117,0
1985,"Nevada",80,27,0.34,0,0,0,0,941497,0
1985,"New York",1178,784,0.67,0,0,0,0,19028076,0
1985,"Ohio",935,449,0.48,0,0,2,0.00,10962448,0
1985,"Oklahoma",506,290,0.57,0,0,0,0,3344902,0
1985,"Oregon",305,254,0.83,0,0,0,0,2705468,0
1985,"Pennsylvania",1892,1153,0.61,0,0,1,0.00,12101429,0
1985,"Puerto Rico",25,0,0,0,0,0,0,0,0
1985,"Rhode Island",63,45,0.71,0,0,0,0,972526,0
1985,"South Carolina",576,207,0.36,0,0,2,0.01,3411276,0
1985,"South Dakota",194,55,0.28,0,0,0,0,720413,0
1985,"Tennessee",606,228,0.38,0,0,0,0,4775964,0
1985,"Texas",1294,793,0.61,0,0,3,0.00,16495601,0
1985,"Utah",203,110,0.54,0,0,1,0.01,1690917,0
1985,"US Virgin Islands",3,0,0,0,0,0,0,0,0
1985,"Virginia",485,396,0.82,0,0,0,0,5711438,0
1985,"Vermont",103,48,0.47,0,0,0,0,546603,0
1985,"Washington",329,175,0.53,0,0,0,0,4412910,0
1985,"Wisconsin",492,270,0.55,0,0,0,0,4806893,0
1985,"West Virginia",535,349,0.65,0,0,0,0,1938052,0
1985,"Wyoming",90,72,0.80,0,0,2,0.03,510203,0
1985,"Mariana Islands",1,0,0,0,0,0,0,0,0
1985,"Other",0,0,0,0,0,0,0,0,0
1986,"Alaska",55,26,0.47,0,0,0,0,534000,0
1986,"Alabama",490,278,0.57,0,0,0,0,4120193,0
1986,"Arkansas",352,192,0.55,0,0,0,0,2418887,0
1986,"American Samoa",1,0,0,0,0,0,0,0,0
1986,"Arizona",172,93,0.54,0,0,0,0,3326187,0
1986,"California",938,737,0.79,0,0,0,0,27193441,0
1986,"Colorado",323,226,0.70,0,0,2,0.01,3299695,0
1986,"Connecticut",129,101,0.78,0,0,0,0,3257504,0
1986,"Canal Zone",0,0,0,0,0,0,0,0,0
1986,"District of Columbia",3,1,0.33,0,0,0,0,626000,0
1986,"Delaware",84,52,0.62,0,0,0,0,651392,0
1986,"Florida",1223,706,0.58,0,0,0,0,11703727,0
1986,"Georgia",829,524,0.63,0,0,1,0.00,6149745,0
1986,"Guam",3,0,0,0,0,0,0,0,0
1986,"Hawaii",18,5,0.28,0,0,0,0,1111930,0
1986,"Iowa",300,224,0.75,0,0,0,0,2863256,0
1986,"Idaho",154,98,0.64,0,0,1,0.01,1036521,0
1986,"Illinois",1187,683,0.58,0,0,0,0,11659357,0
1986,"Indiana",451,259,0.57,0,0,0,0,5517626,0
1986,"Kansas",474,296,0.62,0,0,0,0,2476142,0
1986,"Kentucky",725,469,0.65,0,0,0,0,3740656,0
1986,"Louisiana",315,117,0.37,0,0,0,0,4527564,0
1986,"Massachusetts",512,274,0.54,0,0,0,0,5860271,0
1986,"Maryland",225,153,0.68,0,0,1,0.01,4540424,0
1986,"Maine",244,135,0.55,0,0,0,0,1184338,0
1986,"Michigan",866,659,0.76,0,0,0,0,9341302,0
1986,"Minnesota",498,288,0.58,0,0,0,0,4228232,0
1986,"Missouri",731,241,0.33,0,0,0,0,5136721,0
1986,"Mississippi",278,125,0.45,0,0,0,0,2641643,0
1986,"Montana",149,80,0.54,0,0,0,0,895401,0
1986,"Nebraska",340,227,0.67,0,0,0,0,1690837,0
1986,"North Carolina",831,406,0.49,0,0,0,0,6347911,0
1986,"North Dakota",146,75,0.51,0,0,0,0,683963,0
1986,"New Hampshire",264,119,0.45,0,0,0,0,1167503,0
1986,"New Jersey",656,519,0.79,0,0,1,0.00,7634094,0
1986,"New Mexico",163,75,0.46,0,0,0,0,1492636,0
1986,"Nevada",80,25,0.31,0,0,0,0,968281,0
1986,"New York",1178,776,0.66,0,0,0,0,19023903,0
1986,"Ohio",935,438,0.47,0,0,1,0.00,11048280,0
1986,"Oklahoma",506,292,0.58,0,0,0,0,3347384,0
1986,"Oregon",305,252,0.83,0,0,0,0,2716601,0
1986,"Pennsylvania",1892,1147,0.61,0,0,2,0.00,12211542,0
1986,"Puerto Rico",25,0,0,0,0,0,0,0,0
1986,"Rhode Island",63,44,0.70,0,0,0,0,979561,0
1986,"South Carolina",576,205,0.36,0,0,0,0,3443321,0
1986,"South Dakota",194,57,0.29,0,0,0,0,720397,0
1986,"Tennessee",606,212,0.35,0,0,0,0,4819521,0
1986,"Texas",1294,798,0.62,0,0,0,0,16793731,0
1986,"Utah",203,113,0.56,0,0,1,0.01,1716434,0
1986,"US Virgin Islands",3,0,0,0,0,0,0,0,0
1986,"Virginia",485,397,0.82,0,0,0,0,5792479,0
1986,"Vermont",103,46,0.45,0,0,0,0,554275,0
1986,"Washington",329,176,0.53,0,0,0,0,4466923,0
1986,"Wisconsin",492,270,0.55,0,0,0,0,4817106,0
1986,"West Virginia",535,345,0.64,0,0,0,0,1920946,0
1986,"Wyoming",90,71,0.79,0,0,1,0.01,509376,0
1986,"Mariana Islands",1,0,0,0,0,0,0,0,0
1986,"Other",0,0,0,0,0,0,0,0,0
1987,"Alaska",55,26,0.47,0,0,0,0,525000,0
1987,"Alabama",490,274,0.56,0,0,0,0,4149862,0
1987,"Arkansas",352,186,0.53,0,0,0,0,2439566,0
1987,"American Samoa",1,0,0,0,0,0,0,0,0
1987,"Arizona",172,92,0.53,0,0,0,0,3395685,0
1987,"California",938,740,0.79,0,0,0,0,27885070,0
1987,"Colorado",323,228,0.71,0,0,0,0,3328320,0
1987,"Connecticut",129,100,0.78,0,0,1,0.01,3285408,0
1987,"Canal Zone",0,0,0,0,0,0,0,0,0
1987,"District of Columbia",3,1,0.33,0,0,0,0,622000,0
1987,"Delaware",84,52,0.62,0,0,0,0,662642,0
1987,"Florida",1223,709,0.58,0,0,0,0,12051914,0
1987,"Georgia",829,542,0.65,0,0,0,0,6269031,0
1987,"Guam",3,0,0,0,0,0,0,0,0
1987,"Hawaii",18,5,0.28,0,0,0,0,1133879,0
1987,"Iowa",300,224,0.75,0,0,0,0,2846018,0
1987,"Idaho",154,99,0.64,0,0,0,0,1028254,0
1987,"Illinois",1187,687,0.58,0,0,0,0,11686765,0
1987,"Indiana",451,260,0.58,0,0,0,0,5545171,0
1987,"Kansas",474,304,0.64,0,0,0,0,2489404,0
1987,"Kentucky",725,466,0.64,0,0,0,0,3745872,0
1987,"Louisiana",315,118,0.37,0,0,0,0,4487402,0
1987,"Massachusetts",512,274,0.54,0,0,0,0,5884226,0
1987,"Maryland",225,154,0.68,0,0,0,0,4614486,0
1987,"Maine",244,138,0.57,0,0,0,0,1193494,0
1987,"Michigan",865,651,0.75,0,0,1,0.00,9422447,0
1987,"Minnesota",498,288,0.58,0,0,0,0,4260244,0
1987,"Missouri",731,242,0.33,0,0,0,0,5174684,0
1987,"Mississippi",278,130,0.47,0,0,0,0,2642649,0
1987,"Montana",149,76,0.51,0,0,0,0,882767,0
1987,"Nebraska",340,222,0.65,0,0,0,0,1684553,0
1987,"North Carolina",830,397,0.48,0,0,0,0,6438075,0
1987,"North Dakota",146,75,0.51,0,0,0,0,680134,0
1987,"New Hampshire",264,118,0.45,0,0,0,0,1199593,0
1987,"New Jersey",656,521,0.79,0,0,0,0,7686328,0
1987,"New Mexico",163,75,0.46,0,0,0,0,1513969,0
1987,"Nevada",80,24,0.30,0,0,0,0,1011971,0
1987,"New York",1178,769,0.65,0,0,6,0.01,19376674,0
1987,"Ohio",935,428,0.46,0,0,0,0,11081160,0
1987,"Oklahoma",506,285,0.56,0,0,1,0.00,3319416,0
1987,"Oregon",305,251,0.82,0,0,0,0,2743106,0
1987,"Pennsylvania",1892,1137,0.60,0,0,0,0,12287271,0
1987,"Puerto Rico",25,0,0,0,0,0,0,0,0
1987,"Rhode Island",63,45,0.71,0,0,0,0,990693,0
1987,"South Carolina",576,207,0.36,0,0,0,0,3492186,0
1987,"South Dakota",194,55,0.28,0,0,0,0,723988,0
1987,"Tennessee",606,212,0.35,0,0,0,0,4871746,0
1987,"Texas",1294,805,0.62,0,0,0,0,16897175,0
1987,"Utah",203,110,0.54,0,0,0,0,1733174,0
1987,"US Virgin Islands",3,0,0,0,0,0,0,0,0
1987,"Virginia",485,396,0.82,0,0,0,0,5909479,0
1987,"Vermont",103,46,0.45,0,0,0,0,561378,0
1987,"Washington",329,175,0.53,0,0,0,0,4542029,0
1987,"Wisconsin",492,267,0.54,0,0,0,0,4840238,0
1987,"West Virginia",535,295,0.55,0,0,0,0,1945724,0
1987,"Wyoming",90,71,0.79,0,0,0,0,492578,0
1987,"Mariana Islands",1,0,0,0,0,0,0,0,0
1987,"Other",0,0,0,0,0,0,0,0,0
1988,"Alaska",51,27,0.53,0,0,0,0,513000,0
1988,"Alabama",488,262,0.54,0,0,1,0.00,4199336,0
1988,"Arkansas",347,189,0.54,0,0,0,0,2476263,0
1988,"American Samoa",1,0,0,0,0,0,0,0,0
1988,"Arizona",152,93,0.61,0,0,0,0,3475852,0
1988,"California",923,740,0.80,0,0,1,0.00,28413241,0
1988,"Colorado",312,231,0.74,0,0,0,0,3320311,0
1988,"Connecticut",129,100,0.78,0,0,1,0.01,3326040,0
1988,"Canal Zone",0,0,0,0,0,0,0,0,0
1988,"District of Columbia",3,1,0.33,0,0,0,0,620000,0
1988,"Delaware",84,53,0.63,0,0,0,0,679081,0
1988,"Florida",1214,0,0,0,0,0,0,12412311,0
1988,"Georgia",822,586,0.71,0,0,0,0,6449325,0
1988,"Guam",3,0,0,0,0,0,0,0,0
1988,"Hawaii",15,5,0.33,0,0,0,0,1143879,0
1988,"Iowa",298,224,0.75,0,0,0,0,2845958,0
1988,"Idaho",151,95,0.63,0,0,1,0.01,1031963,0
1988,"Illinois",1084,679,0.63,0,0,0,0,11667531,0
1988,"Indiana",448,260,0.58,0,0,0,0,5589356,0
1988,"Kansas",473,309,0.65,0,0,0,0,2490770,0
1988,"Kentucky",722,0,0,0,0,0,0,3740136,0
1988,"Louisiana",314,112,0.36,0,0,0,0,4446242,0
1988,"Massachusetts",504,267,0.53,0,0,0,0,5900227,0
1988,"Maryland",218,155,0.71,0,0,0,0,4775413,0
1988,"Maine",243,139,0.57,0,0,0,0,1217917,0
1988,"Michigan",862,653,0.76,0,0,1,0.00,9535293,0
1988,"Minnesota",495,288,0.58,0,0,0,0,4320534,0
1988,"Missouri",727,245,0.34,0,0,0,0,5210876,0
1988,"Mississippi",273,126,0.46,0,0,0,0,2645137,0
1988,"Montana",143,77,0.54,0,0,3,0.04,889906,0
1988,"Nebraska",337,224,0.66,0,0,0,0,1691578,0
1988,"North Carolina",819,409,0.50,0,0,0,0,6551413,0
1988,"North Dakota",144,76,0.53,0,0,0,0,670762,0
1988,"New Hampshire",264,115,0.44,0,0,0,0,1239280,0
1988,"New Jersey",653,521,0.80,0,0,0,0,7734524,0
1988,"New Mexico",152,75,0.49,0,0,0,0,1529411,0
1988,"Nevada",78,26,0.33,0,0,0,0,1065008,0
1988,"New York",1163,762,0.66,0,0,0,0,19440858,0
1988,"Ohio",931,421,0.45,0,0,0,0,11172374,0
1988,"Oklahoma",504,281,0.56,0,0,0,0,3312954,0
1988,"Oregon",302,251,0.83,0,0,0,0,2760232,0
1988,"Pennsylvania",1885,1117,0.59,0,0,0,0,12399175,0
1988,"Puerto Rico",25,0,0,0,0,0,0,0,0
1988,"Rhode Island",62,44,0.71,0,0,0,0,999739,0
1988,"South Carolina",573,203,0.35,0,0,0,0,3561276,0
1988,"South Dakota",190,55,0.29,0,0,0,0,730011,0
1988,"Tennessee",597,213,0.36,0,0,0,0,4935903,0
1988,"Texas",1285,818,0.64,0,0,2,0.00,16890568,0
1988,"Utah",190,108,0.57,0,0,1,0.01,1750459,0
1988,"US Virgin Islands",3,0,0,0,0,0,0,0,0
1988,"Virginia",470,397,0.84,0,0,0,0,6001507,0
1988,"Vermont",103,49,0.48,0,0,0,0,564545,0
1988,"Washington",322,174,0.54,0,0,1,0.01,4627950,0
1988,"Wisconsin",490,268,0.55,0,0,0,0,4891622,0
1988,"West Virginia",534,297,0.56,0,0,0,0,1931914,0
1988,"Wyoming",84,70,0.83,0,0,0,0,474665,0
1988,"Mariana Islands",1,0,0,0,0,0,0,0,0
1988,"Other",0,0,0,0,0,0,0,0,0
1989,"Alaska",51,24,0.47,0,0,0,0,527000,0
1989,"Alabama",488,260,0.53,0,0,0,0,4194689,0
1989,"Arkansas",347,187,0.54,0,0,2,0.01,2465686,0
1989,"American Samoa",1,0,0,0,0,0,0,0,0
1989,"Arizona",152,93,0.61,0,0,0,0,3565734,0
1989,"California",923,749,0.81,0,0,0,0,29323401,0
1989,"Colorado",312,227,0.73,0,0,5,0.02,3353058,0
1989,"Connecticut",129,100,0.78,0,0,0,0,3324648,0
1989,"Canal Zone",0,0,0,0,0,0,0,0,0
1989,"District of Columbia",3,1,0.33,0,0,0,0,604000,0
1989,"Delaware",84,53,0.63,0,0,0,0,692488,0
1989,"Florida",1214,704,0.58,0,0,0,0,12706303,0
1989,"Georgia",818,591,0.72,0,0,0,0,6484989,0
1989,"Guam",3,0,0,0,0,0,0,0,0
1989,"Hawaii",15,4,0.27,0,0,0,0,1162879,0
1989,"Iowa",298,224,0.75,0,0,0,0,2851865,0
1989,"Idaho",150,94,0.63,0,0,0,0,1048197,0
1989,"Illinois",1084,689,0.64,0,0,0,0,11781259,0
1989,"Indiana",448,253,0.56,0,0,0,0,5607665,0
1989,"Kansas",473,347,0.73,0,0,0,0,2514672,0
1989,"Kentucky",722,434,0.60,0,0,0,0,3746539,0
1989,"Louisiana",314,104,0.33,0,0,0,0,4408399,0
1989,"Massachusetts",503,256,0.51,0,0,0,0,5943089,0
1989,"Maryland",218,154,0.71,0,0,0,0,4826741,0
1989,"Maine",243,171,0.70,0,0,0,0,1234299,0
1989,"Michigan",859,651,0.76,0,0,0,0,9501079,0
1989,"Minnesota",495,289,0.58,0,0,1,0.00,4369480,0
1989,"Missouri",727,246,0.34,0,0,1,0.00,5228852,0
1989,"Mississippi",273,117,0.43,0,0,0,0,2639599,0
1989,"Montana",143,78,0.55,0,0,0,0,880653,0
1989,"Nebraska",337,226,0.67,0,0,0,0,1700942,0
1989,"North Carolina",818,411,0.50,0,0,0,0,6603111,0
1989,"North Dakota",144,73,0.51,0,0,0,0,667679,0
1989,"New Hampshire",264,113,0.43,0,0,0,0,1249584,0
1989,"New Jersey",653,521,0.80,0,0,0,0,7751018,0
1989,"New Mexico",150,72,0.48,0,0,0,0,1548271,0
1989,"Nevada",78,26,0.33,0,0,0,0,1116112,0
1989,"New York",1162,758,0.65,0,0,0,0,19493230,0
1989,"Ohio",930,419,0.45,0,0,0,0,11217687,0
1989,"Oklahoma",503,282,0.56,0,0,0,0,3268862,0
1989,"Oregon",302,249,0.82,0,0,0,0,2839984,0
1989,"Pennsylvania",1883,1126,0.60,0,0,3,0.00,12452069,0
1989,"Puerto Rico",25,0,0,0,0,0,0,0,0
1989,"Rhode Island",62,43,0.69,0,0,0,0,1002916,0
1989,"South Carolina",573,207,0.36,0,0,0,0,3580250,0
1989,"South Dakota",190,54,0.28,0,0,0,0,729630,0
1989,"Tennessee",597,207,0.35,0,0,0,0,4956954,0
1989,"Texas",1284,831,0.65,0,0,2,0.00,17103967,0
1989,"Utah",190,107,0.56,0,0,0,0,1768099,0
1989,"US Virgin Islands",3,0,0,0,0,0,0,0,0
1989,"Virginia",470,399,0.85,0,0,1,0.00,6105035,0
1989,"Vermont",103,48,0.47,0,0,0,0,575708,0
1989,"Washington",322,172,0.53,0,0,0,0,4768628,0
1989,"Wisconsin",490,285,0.58,0,0,0,0,4895544,0
1989,"West Virginia",534,299,0.56,0,0,1,0.00,1905559,0
1989,"Wyoming",84,70,0.83,0,0,0,0,478726,0
1989,"Mariana Islands",1,0,0,0,0,0,0,0,0
1989,"Other",0,0,0,0,0,0,0,0,0
1990,"Alaska",51,28,0.55,0,0,0,0,550043,0
1990,"Alabama",488,254,0.52,0,0,0,0,4114708,0
1990,"Arkansas",347,187,0.54,0,0,0,0,2407377,0
1990,"American Samoa",1,0,0,0,0,0,0,0,0
1990,"Arizona",152,90,0.59,0,0,0,0,3679876,0
1990,"California",923,757,0.82,0,0,0,0,30047608,0
1990,"Colorado",312,228,0.73,0,0,1,0.00,3328664,0
1990,"Connecticut",129,100,0.78,0,0,0,0,3366867,0
1990,"Canal Zone",0,0,0,0,0,0,0,0,0
1990,"District of Columbia",3,1,0.33,0,0,0,0,606900,0
1990,"Delaware",84,53,0.63,0,0,0,0,685172,0
1990,"Florida",1214,439,0.36,0,0,0,0,12973660,0
1990,"Georgia",818,568,0.69,0,0,1,0.00,6573238,0
1990,"Guam",3,0,0,0,0,0,0,0,0
1990,"Hawaii",15,5,0.33,0,0,0,0,1159108,0
1990,"Iowa",297,223,0.75,0,0,0,0,2789295,0
1990,"Idaho",150,93,0.62,0,0,0,0,1040226,0
1990,"Illinois",1084,686,0.63,0,0,0,0,11549939,0
1990,"Indiana",448,246,0.55,0,0,0,0,5557361,0
1990,"Kansas",473,354,0.75,0,0,0,0,2479255,0
1990,"Kentucky",722,483,0.67,0,0,0,0,3704741,0
1990,"Louisiana",314,106,0.34,0,0,0,0,4243959,0
1990,"Massachusetts",503,252,0.50,0,0,0,0,6046866,0
1990,"Maryland",218,153,0.70,0,0,0,0,4915457,0
1990,"Maine",243,176,0.72,0,0,0,0,1237608,0
1990,"Michigan",859,660,0.77,0,0,1,0.00,9526552,0
1990,"Minnesota",495,291,0.59,0,0,0,0,4391132,0
1990,"Missouri",727,251,0.35,0,0,1,0.00,5183863,0
1990,"Mississippi",273,114,0.42,0,0,0,0,2591165,0
1990,"Montana",143,77,0.54,0,0,0,0,872769,0
1990,"Nebraska",337,256,0.76,0,0,0,0,1671699,0
1990,"North Carolina",818,447,0.55,0,0,0,0,6656486,0
1990,"North Dakota",144,41,0.28,0,0,0,0,646556,0
1990,"New Hampshire",264,113,0.43,0,0,0,0,1257860,0
1990,"New Jersey",653,520,0.80,0,0,0,0,7760737,0
1990,"New Mexico",150,71,0.47,0,0,0,0,1536357,0
1990,"Nevada",78,29,0.37,0,0,0,0,1206589,0
1990,"New York",1162,760,0.65,0,0,2,0.00,19570457,0
1990,"Ohio",930,413,0.44,0,0,0,0,11145651,0
1990,"Oklahoma",503,279,0.55,0,0,0,0,3190024,0
1990,"Oregon",302,208,0.69,0,0,0,0,2864558,0
1990,"Pennsylvania",1883,1109,0.59,0,0,0,0,12268767,0
1990,"Puerto Rico",25,0,0,0,0,0,0,0,0
1990,"Rhode Island",62,43,0.69,0,0,0,0,1008925,0
1990,"South Carolina",573,211,0.37,1,0.00,0,0,3555097,180471
1990,"South Dakota",190,83,0.44,0,0,0,0,704888,0
1990,"Tennessee",597,197,0.33,0,0,0,0,4892545,0
1990,"Texas",1284,842,0.66,0,0,1,0.00,17094108,0
1990,"Utah",190,107,0.56,0,0,1,0.01,1782310,0
1990,"US Virgin Islands",3,0,0,0,0,0,0,0,0
1990,"Virginia",470,402,0.86,0,0,1,0.00,6193231,0
1990,"Vermont",103,49,0.48,0,0,0,0,571253,0
1990,"Washington",322,194,0.60,0,0,1,0.01,4877382,0
1990,"Wisconsin",490,290,0.59,0,0,0,0,4916209,0
1990,"West Virginia",534,298,0.56,0,0,1,0.00,1834076,0
1990,"Wyoming",84,69,0.82,0,0,1,0.01,457141,0
1990,"Mariana Islands",1,0,0,0,0,0,0,0,0
1990,"Other",0,0,0,0,0,0,0,0,0
1991,"Alaska",51,27,0.53,0,0,0,0,570000,0
1991,"Alabama",550,302,0.55,252,0.83,0,0,4774167,3784933
1991,"Arkansas",347,186,0.54,0,0,0,0,2432370,0
1991,"American Samoa",1,0,0,0,0,0,0,0,0
1991,"Arizona",152,89,0.59,0,0,0,0,3764985,0
1991,"California",923,750,0.81,0,0,1,0.00,30612217,0
1991,"Colorado",317,242,0.76,5,0.02,0,0,4062518,654273
1991,"Connecticut",129,100,0.78,0,0,0,0,3370840,0
